timestamp,ping,download,upload
1616155045277.163,43.66,17.46,5.44
1616155163905.885,42.71,20.58,8.46
1616155285014.556,38.55,23.1,6.07
1616155405180.995,36.68,23.4,4.75
1616155525572.954,39.66,24.45,4.64
1616155643926.041,38.2,26.02,8.38
1616155763836.562,44.51,19.9,8.68
1616155883799.33,34.44,24.79,8.91
1616156004826.515,47.72,14.46,6.02
1616156123783.879,47.79,21.69,7.39
1616156244351.212,35.09,15.2,6.15
1616156365524.226,38.64,19.05,7.35
1616156484896.933,35.97,19.53,6.91
1616156605101.082,38.06,22.54,6.69
1616156723936.404,38.82,24.13,8.83
1616156848494.281,37.51,21.9,4.01
1616156964856.59,44.58,23.17,7.21
1616157084598.519,39.15,20.64,7.14
1616157205195.304,39.77,19.45,6.67
1616157326585.638,38.41,24.4,6.18
1616157443771.805,40.55,25.61,6.59
1616157564477.431,42.61,22.59,7.47
1616157684028.996,39.74,25.2,7.41
1616157803196.512,44.79,24.34,5.79
1616157923377.189,41.68,21.79,4.58
1616158043182.206,33.06,26.68,5.25
1616158166318.518,43.84,18.71,2.24
1616158290282.707,74.99,7.22,3.11
1616158410933.372,40.2,19.75,6.45
1616158527445.105,40.74,17.21,5.98
1616158647722.543,84.31,19.28,6.95
1616158778542.807,62.2,11.35,4.3
1616158904852.799,49.45,15.19,6.02
1616159006180.128,78.56,16.02,4.31
1616159123513.546,34.8,12.0,6.45
1616159243484.75,45.49,20.37,8.14
1616159364654.872,49.36,18.55,7.83
1616159483260.752,39.77,20.64,7.48
1616159608502.189,37.91,18.55,5.12
1616159705610.31,0,0,0
1616159825635.361,0,0,0
1616159964073.403,36.85,19.69,7.73
1616160090915.117,33.56,21.67,3.46
1616160205258.175,50.62,12.71,5.98
1616160326046.268,50.51,15.6,5.43
1616160443865.369,48.53,21.28,8.48
1616160564325.959,58.38,22.41,7.89
1616160688261.774,36.34,21.78,5.62
1616160803330.805,41.41,22.79,6.61
1616160929334.505,49.31,12.28,7.8
1616161049529.743,45.32,12.26,2.06
1616161168328.374,44.85,21.5,5.37
1616161284865.85,49.26,19.48,7.49
1616161411728.474,46.85,10.11,4.48
1616161534207.232,37.42,19.83,8.76
1616161645175.592,44.7,15.79,6.96
1616161763408.906,42.83,23.22,8.99
1616161883388.007,36.93,23.46,7.63
1616162006407.94,33.81,23.82,6.94
1616162124567.358,37.98,20.98,7.62
1616162243251.088,39.54,21.29,8.55
1616162363166.636,38.82,24.09,9.11
1616162483153.77,39.73,19.23,9.13
1616162603311.097,41.93,21.06,7.82
1616162724234.573,40.65,21.29,5.84
1616162851629.638,42.59,23.44,4.56
1616162963699.872,43.62,21.26,8.04
1616163084919.856,36.24,22.94,7.74
1616163203418.815,39.82,21.54,8.75
1616163323925.34,35.85,10.66,6.83
1616163446923.76,40.57,17.65,5.28
1616163563245.169,42.96,21.88,9.07
1616163691392.491,36.97,16.93,5.64
1616163810275.844,36.27,22.53,5.35
1616163923533.161,47.58,22.84,7.96
1616164056596.974,42.39,17.42,8.83
1616164163399.262,41.83,22.15,8.46
1616164284253.135,36.54,16.53,8.31
1616164404234.552,33.98,23.73,7.85
1616164523521.165,41.28,20.44,9.08
1616164644999.73,34.63,19.74,6.83
1616164763432.47,38.62,18.99,8.94
1616164888467.905,37.85,18.55,5.56
1616165004575.621,41.28,21.67,8.19
1616165123384.226,44.47,19.46,8.84
1616165244349.053,38.05,18.75,8.67
1616165364575.157,37.41,20.1,7.89
1616165483328.934,42.13,21.6,9.04
1616165603589.183,38.23,20.99,8.26
1616165727235.566,37.76,18.49,8.0
1616165848866.634,40.15,19.02,5.67
1616165963187.668,41.13,21.4,8.7
1616166083030.605,36.8,20.87,8.95
1616166206945.255,44.29,25.2,6.01
1616166323519.14,40.2,20.9,8.63
1616166443704.841,34.25,21.94,8.28
1616166563312.067,41.83,20.87,8.36
1616166683168.925,40.81,11.48,9.24
1616166804544.552,41.27,23.23,7.1
1616166928157.603,47.12,8.84,3.1
1616167043119.597,31.66,24.77,8.95
1616167168328.492,38.78,21.4,6.24
1616167283534.717,46.02,22.34,8.35
1616167409830.386,36.53,24.9,4.16
1616167528230.077,39.66,23.39,5.67
1616167645647.191,36.51,14.74,8.74
1616167763379.894,44.46,20.97,9.02
1616167883492.872,46.13,26.24,9.19
1616168003496.169,42.15,23.03,7.74
1616168126453.006,41.33,22.22,7.71
1616168243470.391,41.83,22.59,8.71
1616168363872.884,36.12,24.04,6.36
1616168483370.188,45.45,23.88,9.19
1616168603453.54,36.41,23.21,9.5
1616168723257.628,44.73,18.01,9.21
1616168843388.537,45.41,17.53,8.0
1616168963757.373,36.06,22.56,8.44
1616169083476.365,34.66,24.88,8.06
1616169203796.488,34.85,19.48,9.22
1616169323505.192,41.09,18.14,8.78
1616169443621.746,38.39,22.72,5.4
1616169565954.777,35.16,19.65,8.94
1616169683569.532,41.97,23.88,8.84
1616169803398.684,41.38,26.1,8.87
1616169923433.689,34.41,22.91,9.16
1616170044149.724,44.0,24.59,7.82
1616170164116.937,41.56,23.64,7.94
1616170283902.905,33.14,24.86,8.93
1616170403709.734,33.95,24.64,8.46
1616170523211.573,37.93,22.98,8.79
1616170643927.92,35.13,22.54,7.55
1616170763487.051,39.96,23.91,8.8
1616170883460.473,36.66,22.03,8.27
1616171003464.316,37.37,24.95,9.1
1616171123658.679,35.63,23.48,8.46
1616171243593.93,40.45,23.85,9.18
1616171363318.195,41.44,24.18,8.93
1616171483576.821,42.34,20.13,8.97
1616171604654.014,40.23,23.56,8.51
1616171724211.534,39.55,20.99,8.12
1616171845654.906,41.35,20.41,9.46
1616171967737.059,37.33,20.62,6.53
1616172083516.576,36.43,19.62,9.2
1616172204690.716,44.87,24.11,8.1
1616172323504.975,40.51,24.64,9.51
1616172444316.446,40.38,22.94,8.61
1616172565172.792,37.41,22.78,7.66
1616172683595.747,33.17,20.33,9.24
1616172803642.566,40.28,20.15,9.62
1616172925430.367,33.62,17.31,7.63
1616173044414.19,39.84,21.87,8.61
1616173163816.297,34.69,23.82,8.53
1616173288021.862,36.84,21.41,6.06
1616173405291.846,36.6,19.81,7.82
1616173528436.447,42.14,16.92,7.49
1616173644414.258,38.15,24.23,7.85
1616173763614.191,42.45,24.92,7.0
1616173886411.854,36.39,25.56,6.7
1616174008617.611,44.69,17.48,4.73
1616174124884.16,34.3,23.43,8.58
1616174244676.001,34.71,22.11,7.16
1616174363670.482,44.41,21.19,8.53
1616174487722.806,31.9,19.42,6.52
1616174604513.705,34.22,23.57,7.77
1616174725165.058,35.04,21.19,9.11
1616174845173.484,37.18,19.1,8.18
1616174965486.969,38.86,18.14,8.49
1616175084019.98,35.06,20.07,8.62
1616175207915.327,34.24,22.45,5.8
1616175323689.716,34.73,24.24,7.48
1616175444082.252,45.78,12.74,6.92
1616175564792.835,38.97,22.98,8.06
1616175683500.59,36.9,20.38,8.81
1616175804098.93,29.88,22.05,8.76
1616175923770.752,37.45,21.24,9.14
1616176044207.381,32.28,19.47,8.6
1616176163941.211,37.3,21.4,8.69
1616176287877.634,36.96,19.76,7.92
1616176404010.943,35.55,24.78,8.46
1616176524748.0,35.43,22.1,8.04
1616176644119.471,40.11,24.38,8.4
1616176772380.407,40.09,18.81,4.39
1616176883858.694,40.25,24.28,7.52
1616177004495.298,35.76,17.15,8.86
1616177128379.781,35.48,21.31,6.22
1616177243987.131,35.63,22.99,8.1
1616177363623.052,37.77,23.06,8.82
1616177484145.2,36.74,24.22,8.71
1616177603528.095,33.84,21.35,8.91
1616177723869.497,39.45,20.53,9.54
1616177843576.611,35.46,23.42,8.58
1616177964215.366,38.3,24.57,6.48
1616178088265.161,39.5,24.44,6.27
1616178203954.781,36.12,21.75,8.36
1616178324682.992,47.05,23.1,7.41
1616178444894.585,38.13,19.63,6.29
1616178565255.137,43.68,25.98,7.87
1616178688024.1,33.05,23.31,6.08
1616178803561.137,39.59,24.47,8.87
1616178924023.128,37.53,22.95,8.89
1616179046398.674,32.42,26.18,6.88
1616179163995.605,36.42,24.11,9.07
1616179285694.536,37.23,26.48,7.08
1616179403630.306,36.16,24.53,8.88
1616179523917.316,35.41,22.39,8.41
1616179644416.019,33.5,24.3,8.34
1616179765751.86,49.98,25.19,7.83
1616179884424.768,50.67,25.77,8.62
1616180007239.546,42.2,16.14,8.06
1616180123989.649,47.17,25.35,8.74
1616180243796.542,34.88,25.97,8.65
1616180364041.056,45.05,19.25,7.51
1616180485153.252,46.3,25.51,6.41
1616180604239.371,48.87,23.83,8.81
1616180724509.4,46.62,23.01,8.67
1616180846206.966,51.39,23.15,8.11
1616180965622.669,46.8,22.54,7.07
1616181085921.848,48.41,22.86,7.47
1616181208913.055,47.41,21.69,6.17
1616181324829.889,51.84,24.34,8.31
1616181444116.637,44.69,21.03,8.74
1616181564162.172,38.72,19.89,8.49
1616181684058.23,34.16,24.87,8.66
1616181803941.978,48.49,24.61,7.15
1616181924650.851,36.69,20.99,9.06
1616182047172.813,50.73,24.73,4.66
1616182163885.532,47.79,19.42,7.0
1616182292472.141,43.54,22.44,4.67
1616182404743.954,50.25,24.02,7.02
1616182524383.154,51.28,18.06,9.07
1616182644431.971,47.65,25.19,7.84
1616182764479.217,48.25,24.23,8.11
1616182885706.91,48.67,15.86,8.25
1616183004199.202,48.42,25.25,8.75
1616183127832.994,50.02,22.64,8.04
1616183245884.174,47.81,24.4,6.82
1616183369019.848,39.3,19.97,5.42
1616183484794.959,50.34,23.7,8.51
1616183603954.383,51.05,25.28,8.57
1616183724006.563,43.27,23.06,8.74
1616183847436.296,51.71,23.68,7.79
1616183964252.381,49.78,21.89,8.24
1616184084085.324,49.27,23.75,9.1
1616184204317.965,47.95,24.25,8.21
1616184323983.954,48.68,25.27,8.56
1616184446728.321,47.89,24.77,6.87
1616184564218.814,47.97,19.19,8.45
1616184684353.296,52.63,18.9,8.9
1616184803727.158,32.53,25.79,9.24
1616184928035.298,44.48,23.41,7.12
1616185042954.487,36.93,21.84,8.93
1616185167757.567,50.01,24.75,6.35
1616185283830.391,49.88,24.8,8.82
1616185403064.983,46.63,22.18,8.65
1616185523417.188,47.95,23.22,9.16
1616185647780.15,36.92,23.42,6.41
1616185763218.118,46.49,24.31,8.98
1616185883092.498,40.1,25.51,9.24
1616186003242.661,46.18,25.55,8.89
1616186124105.577,43.08,18.76,6.92
1616186243443.409,50.63,21.6,8.86
1616186371459.444,38.9,16.17,2.42
1616186492625.743,48.27,27.47,4.4
1616186603746.281,51.87,22.21,9.28
1616186723131.224,47.9,22.39,6.67
1616186843349.878,38.61,25.79,7.69
1616186965727.513,48.34,21.47,6.59
1616187083344.38,34.74,25.03,9.17
1616187204170.046,52.02,21.52,6.45
1616187326991.074,39.97,17.48,8.02
1616187445274.339,46.33,25.5,8.49
1616187563538.544,46.15,25.5,8.91
1616187683299.072,48.7,25.28,8.48
1616187803338.869,47.92,26.82,9.28
1616187923560.823,39.45,24.77,8.94
1616188047894.76,41.22,23.35,6.15
1616188163398.745,47.23,25.12,8.83
1616188288542.901,36.08,20.16,6.32
1616188403444.314,45.0,21.34,8.11
1616188528034.868,42.8,12.35,2.49
1616188643097.82,47.65,21.63,9.02
1616188763364.699,39.92,22.94,7.88
1616188883726.165,44.35,24.75,7.35
1616189003516.408,42.6,23.34,8.31
1616189125710.311,52.23,21.88,7.29
1616189244885.511,49.96,22.2,6.19
1616189363800.987,40.73,25.59,7.31
1616189487793.44,48.61,22.95,5.67
1616189603638.388,46.85,25.34,7.96
1616189723480.432,46.84,25.89,8.14
1616189845521.823,50.94,22.89,7.17
1616189963389.314,46.92,25.63,8.34
1616190083816.138,46.81,22.34,8.24
1616190203576.49,43.05,24.29,8.39
1616190325600.857,50.44,24.69,5.63
1616190443018.941,35.77,26.09,6.11
1616190563380.26,34.34,24.22,8.4
1616190683460.355,39.41,25.72,8.68
1616190804447.471,43.37,22.03,6.46
1616190925176.063,32.55,23.78,5.53
1616191043907.726,43.41,24.97,8.62
1616191173815.382,36.13,23.01,4.52
1616191283928.819,37.54,21.72,8.29
1616191403268.129,35.02,23.51,8.29
1616191524620.601,33.7,19.4,7.77
1616191643015.192,38.6,25.21,8.28
1616191763542.082,34.16,22.12,8.25
1616191883195.844,36.72,25.15,6.64
1616192013886.528,36.81,24.55,4.6
1616192123359.385,38.13,24.54,7.75
1616192249533.924,39.66,22.54,5.05
1616192363154.654,37.35,22.99,9.13
1616192487914.68,38.06,20.9,6.21
1616192603386.589,34.95,21.85,8.01
1616192729013.209,38.76,21.6,5.64
1616192845582.996,34.35,18.82,9.22
1616192965058.043,33.0,21.95,6.96
1616193084496.376,32.59,18.84,9.35
1616193203156.606,36.08,26.05,9.58
1616193323928.419,33.27,21.59,9.6
1616193450241.872,35.89,12.93,7.06
1616193566213.386,35.05,22.95,8.32
1616193683104.262,38.96,26.75,8.82
1616193803149.036,36.86,24.51,9.34
1616193924657.179,37.34,24.5,8.68
1616194045642.183,36.33,20.74,7.67
1616194167558.2,34.55,17.52,7.66
1616194283209.9,32.6,24.82,9.26
1616194404315.452,32.58,21.3,8.61
1616194523333.245,44.17,26.82,8.9
1616194644306.825,37.13,27.02,7.65
1616194763203.613,37.23,25.96,8.73
1616194885418.079,39.63,19.98,7.48
1616195003137.985,35.87,25.69,9.03
1616195125524.629,50.28,9.27,5.92
1616195245658.007,36.81,12.75,5.02
1616195366040.492,52.75,15.92,8.7
1616195488431.972,33.39,22.72,5.05
1616195607889.442,46.14,12.72,7.8
1616195727330.548,42.49,12.76,5.21
1616195844679.403,61.6,12.46,5.16
1616195965820.765,38.61,12.17,5.93
1616196089323.112,57.76,16.72,2.22
1616196204567.325,50.21,17.02,6.92
1616196326326.109,33.76,18.24,5.74
1616196444018.52,40.56,19.53,5.18
1616196566220.598,34.67,12.45,6.01
1616196687364.638,35.47,15.01,5.24
1616196804588.497,37.77,15.97,6.38
1616196925780.1,34.67,18.07,5.84
1616197044280.069,52.8,14.28,5.21
1616197164915.883,32.07,17.79,5.44
1616197283930.973,38.89,12.44,5.77
1616197403870.473,40.57,18.03,5.81
1616197527411.026,43.83,26.41,5.12
1616197644846.18,62.57,14.73,7.36
1616197763925.139,47.58,18.77,6.17
1616197883471.024,45.43,17.89,4.14
1616198003471.11,43.62,10.16,5.74
1616198134409.527,34.58,17.35,5.2
1616198245899.851,47.01,14.14,5.71
1616198363303.391,43.62,17.17,6.61
1616198489980.583,70.9,14.53,6.36
1616198607948.177,43.36,17.47,5.17
1616198727279.13,46.68,10.31,3.71
1616198854013.936,49.28,17.04,5.62
1616198963598.059,38.53,13.03,3.21
1616199086320.878,44.39,12.02,7.01
1616199204966.595,38.38,26.07,7.75
1616199323761.981,41.41,25.45,8.73
1616199445906.214,34.93,16.22,8.2
1616199567496.873,37.22,21.71,6.11
1616199687601.089,34.22,25.0,8.13
1616199809937.047,36.09,26.03,5.72
1616199923817.101,43.31,22.7,8.85
1616200043678.556,39.07,25.79,8.91
1616200167746.387,37.3,26.04,6.17
1616200287955.131,38.02,22.48,6.4
1616200404569.079,33.63,22.12,8.17
1616200523397.683,34.79,22.56,9.39
1616200643936.051,37.23,26.37,8.9
1616200763451.932,34.32,23.25,8.88
1616200883410.759,37.69,25.52,8.46
1616201004610.306,35.48,24.7,9.24
1616201129005.764,35.41,24.36,5.93
1616201243493.693,37.21,24.43,8.84
1616201363927.205,37.66,18.48,8.81
1616201483541.957,37.54,26.34,9.0
1616201603627.967,39.51,25.56,9.33
1616201724034.445,41.06,20.5,8.48
1616201845044.05,35.61,20.63,9.56
1616201963819.904,41.53,20.74,8.64
1616202083467.563,36.96,24.79,9.47
1616202208977.416,41.79,14.09,5.56
1616202323346.196,41.03,23.6,9.08
1616202444473.012,36.16,26.84,7.75
1616202563468.885,38.6,26.04,8.96
1616202683337.346,36.49,24.14,8.39
1616202803583.389,37.62,25.33,9.34
1616202923759.316,38.27,25.82,9.23
1616203045618.891,36.74,21.64,8.87
1616203164881.727,38.73,24.06,8.1
1616203283977.401,37.56,22.18,8.94
1616203403420.722,38.53,25.29,8.98
1616203523589.153,39.12,21.96,9.24
1616203643447.832,40.95,27.24,8.88
1616203763996.697,35.6,26.0,8.71
1616203883571.043,36.09,24.97,9.01
1616204003485.033,39.8,25.95,8.59
1616204123458.859,37.68,24.61,9.27
1616204243483.426,39.1,24.38,9.52
1616204364829.221,41.8,25.01,7.75
1616204483433.669,39.88,23.87,8.59
1616204603487.794,41.8,24.34,9.08
1616204723853.695,43.93,24.13,8.77
1616204843608.741,36.11,22.47,9.08
1616204969532.86,34.01,18.75,5.91
1616205083668.841,37.87,25.2,9.13
1616205203484.132,40.91,27.7,9.27
1616205323491.689,40.76,25.33,9.24
1616205443472.588,37.67,25.13,8.67
1616205563638.602,39.35,25.37,9.23
1616205683593.356,37.41,20.86,9.29
1616205803508.272,37.13,26.23,9.66
1616205923704.004,42.51,19.92,9.13
1616206043616.39,34.88,26.09,9.1
1616206164017.579,35.43,22.29,8.74
1616206283702.929,34.43,25.07,9.31
1616206408110.88,37.42,24.51,6.22
1616206523826.073,34.87,24.1,9.06
1616206643850.392,37.98,21.02,8.7
1616206764058.075,40.48,25.74,7.9
1616206884668.454,39.98,27.26,8.98
1616207003765.47,41.38,18.82,9.5
1616207124491.254,40.59,18.26,8.75
1616207243615.266,39.45,21.65,8.81
1616207363600.149,42.9,26.32,9.01
1616207483765.037,35.44,25.49,7.95
1616207604705.822,35.96,27.01,8.09
1616207724816.094,33.52,24.29,9.45
1616207843541.497,40.44,24.22,8.82
1616207964481.833,36.48,25.11,8.18
1616208083513.81,38.19,24.02,8.97
1616208204158.106,37.44,24.94,7.74
1616208324342.514,36.42,24.26,8.09
1616208443663.134,38.05,19.82,9.16
1616208563722.956,37.11,23.49,8.68
1616208684528.568,43.88,20.87,7.85
1616208804474.377,34.5,22.68,7.83
1616208924560.025,38.6,25.87,7.96
1616209043500.897,33.76,26.62,9.42
1616209169441.183,43.17,20.68,6.07
1616209283781.669,37.36,24.81,8.72
1616209403812.168,39.97,21.06,8.63
1616209524869.938,44.73,26.56,8.61
1616209648511.851,33.71,19.89,8.19
1616209764859.155,37.2,22.2,8.19
1616209886219.41,43.47,22.89,8.86
1616210003752.271,35.91,25.85,9.0
1616210126246.75,33.43,14.78,6.32
1616210243607.056,37.76,21.58,8.99
1616210363626.671,37.73,25.02,9.36
1616210484218.673,42.96,21.35,8.4
1616210609370.183,49.55,22.77,3.28
1616210723897.934,36.05,19.88,8.94
1616210844472.32,40.63,26.43,8.25
1616210969175.964,41.11,24.96,8.08
1616211084050.665,40.74,25.76,8.89
1616211203788.973,40.15,26.03,8.74
1616211324350.769,37.36,24.33,8.78
1616211443830.47,38.12,23.36,9.09
1616211565531.668,35.08,19.88,8.25
1616211683805.757,33.05,23.42,8.62
1616211807705.545,42.99,24.48,8.07
1616211924709.875,36.68,25.04,8.71
1616212044838.133,42.94,25.01,8.4
1616212164803.107,37.59,25.41,8.02
1616212284035.687,45.47,21.97,8.82
1616212404873.226,44.55,23.8,8.2
1616212523704.854,42.9,26.82,9.2
1616212643664.209,36.11,24.67,8.54
1616212764316.555,43.27,22.61,8.97
1616212884334.733,47.78,23.48,7.99
1616213003999.862,40.64,25.17,9.23
1616213124250.212,51.39,23.08,8.89
1616213248437.535,51.54,19.86,5.19
1616213364218.748,40.7,25.1,8.9
1616213483749.478,41.7,23.32,8.98
1616213604069.628,42.25,19.01,8.35
1616213724158.27,47.42,24.23,7.85
1616213875230.228,72.41,18.23,7.28
1616213964344.034,47.46,19.65,8.75
1616214114257.162,60.45,26.64,8.29
1616214207768.718,53.2,20.41,8.45
1616214323481.744,42.25,24.23,9.15
1616214476006.092,60.89,21.74,8.24
1616214563705.36,44.01,23.64,4.06
1616214714536.082,58.34,26.22,7.53
1616214833039.088,52.79,19.52,8.53
1616214923795.59,43.12,25.65,8.42
1616215073305.61,54.18,25.54,7.75
1616215193750.055,52.82,20.76,7.89
1616215283389.113,42.61,23.34,8.79
1616215403576.696,47.99,22.17,8.62
1616215523339.436,43.51,25.02,8.83
1616215673445.427,53.86,24.14,8.4
1616215793353.527,59.1,21.3,8.24
1616215915004.912,57.63,24.87,7.25
1616216033216.414,51.56,25.26,7.66
1616216153423.742,51.84,23.58,8.61
1616216243487.792,47.0,23.5,9.11
1616216394006.547,55.31,23.09,8.26
1616216485181.548,45.37,21.8,8.02
1616216633373.718,55.16,25.28,8.0
1616216723195.848,43.7,22.02,8.89
1616216843230.285,47.04,26.08,9.03
1616216963437.117,45.7,21.44,9.01
1616217083459.316,45.22,25.54,8.95
1616217204554.46,48.37,19.09,8.2
1616217323587.901,46.79,23.91,8.68
1616217443735.689,41.13,20.3,8.07
1616217563308.56,46.42,22.25,8.5
1616217713875.701,64.49,19.91,8.33
1616217803494.458,47.19,17.55,9.12
1616217923360.341,47.16,23.78,8.91
1616218073479.984,58.69,21.56,8.26
1616218163277.311,45.23,24.01,9.43
1616218283490.755,47.64,24.78,9.34
1616218403250.074,43.83,25.78,9.27
1616218553848.794,56.97,22.19,7.25
1616218673462.32,57.24,26.05,8.66
1616218793715.754,55.04,22.89,9.06
1616218885417.665,45.68,22.37,6.56
1616219003789.092,41.56,21.42,7.09
1616219154179.228,58.96,15.58,7.02
1616219273640.648,61.44,21.95,8.51
1616219363393.98,43.85,24.65,9.11
1616219484194.097,50.05,21.05,8.65
1616219603143.629,41.51,26.76,9.35
1616219723394.624,45.09,22.1,8.4
1616219873868.123,60.29,22.84,7.51
1616219993478.118,56.84,26.93,8.47
1616220113659.546,54.68,25.05,8.33
1616220203529.264,45.99,19.25,9.02
1616220323332.998,37.36,20.96,9.13
1616220443395.955,43.27,26.79,9.42
1616220563407.24,44.78,22.08,9.3
1616220713514.702,55.76,23.41,8.64
1616220833691.635,58.62,19.81,8.89
1616220923463.196,43.52,24.13,8.19
1616221043504.299,45.74,25.39,9.04
1616221194265.671,56.14,26.36,6.65
1616221313589.001,57.64,21.13,8.63
1616221403563.795,43.01,23.98,8.97
1616221553558.55,58.28,23.94,8.8
1616221673470.228,57.61,26.64,8.47
1616221763672.299,43.55,23.33,8.31
1616221913565.695,56.03,20.14,8.49
1616222033760.987,57.52,25.24,8.17
1616222123988.462,42.6,19.65,8.38
1616222273856.493,54.45,18.04,8.19
1616222363477.99,41.62,22.61,9.33
1616222513389.231,54.48,20.41,8.77
1616222603527.592,43.05,24.72,8.75
1616222723953.258,44.01,17.82,9.13
1616222873463.03,56.77,16.32,8.78
1616222993538.498,55.37,16.4,8.53
1616223113274.692,55.6,22.93,8.34
1616223203829.641,50.72,22.11,8.55
1616223353814.897,56.96,25.08,8.01
1616223474313.522,56.26,24.7,8.37
1616223563782.468,51.88,24.98,8.87
1616223713747.811,54.55,20.72,8.25
1616223803967.61,49.19,23.35,8.5
1616223923560.891,54.94,24.25,9.07
1616224043537.992,47.81,25.53,8.68
1616224166013.016,50.41,24.53,8.98
1616224286232.544,47.98,23.6,8.15
1616224406437.383,50.47,22.74,8.32
1616224523665.626,47.66,25.4,8.77
1616224643375.044,35.04,22.41,8.56
1616224763837.617,49.51,26.1,8.6
1616224883437.255,34.07,24.02,8.36
1616225003510.657,51.52,21.98,8.38
1616225123586.183,56.27,25.53,8.32
1616225244245.338,35.1,21.38,7.76
1616225363290.627,35.21,22.61,9.25
1616225483924.132,36.62,22.29,8.73
1616225603663.24,40.23,23.82,8.42
1616225723480.836,35.55,22.31,6.4
1616225843907.26,55.08,22.14,7.84
1616225964025.431,52.2,23.15,7.47
1616226084064.766,51.33,17.35,8.31
1616226203392.194,38.84,22.05,8.84
1616226323542.301,51.55,25.44,9.05
1616226443732.241,37.41,23.25,8.03
1616226563423.124,34.9,24.28,8.07
1616226683589.996,44.2,24.73,9.15
1616226803506.545,38.24,23.71,7.73
1616226923485.286,38.08,23.78,9.17
1616227043796.934,52.4,24.38,8.9
1616227164078.795,49.38,23.73,8.41
1616227284128.418,34.21,23.87,8.44
1616227403950.177,50.01,23.41,9.09
1616227523638.301,53.76,21.15,8.7
1616227643427.865,38.27,25.39,8.86
1616227764959.371,36.3,17.78,8.61
1616227883662.761,38.71,22.4,8.58
1616228003450.552,34.63,18.23,9.01
1616228123800.43,51.61,23.28,9.39
1616228244457.702,36.27,25.0,8.02
1616228363776.038,52.36,19.4,8.43
1616228484022.461,50.89,23.68,8.5
1616228604012.683,39.13,26.05,8.44
1616228723701.024,50.82,27.96,9.12
1616228844025.524,35.99,25.87,8.52
1616228963927.26,53.68,20.84,8.41
1616229083558.473,36.82,22.38,8.74
1616229203454.051,36.78,24.68,9.08
1616229323836.131,54.85,23.73,8.45
1616229445596.903,35.19,22.58,8.48
1616229568551.787,40.77,23.25,5.91
1616229685040.949,47.51,23.79,8.01
1616229805596.37,38.79,19.26,9.23
1616229923960.787,53.48,23.15,8.6
1616230043754.048,50.81,21.83,8.58
1616230163666.936,40.92,22.46,8.9
1616230292265.746,37.23,26.07,5.0
1616230403906.449,52.82,21.13,8.91
1616230523685.562,38.21,23.32,8.67
1616230643856.313,50.33,21.49,8.18
1616230763815.171,50.95,19.77,9.05
1616230888416.557,36.5,26.38,6.34
1616231008559.608,36.6,25.09,6.15
1616231123844.191,50.68,24.16,8.86
1616231244041.691,48.78,21.9,8.08
1616231366548.236,34.71,18.43,8.67
1616231483786.442,50.85,23.86,7.95
1616231604858.918,42.23,18.4,9.16
1616231723624.41,48.18,24.58,7.87
1616231843868.132,49.13,22.26,8.71
1616231964592.963,36.77,21.97,8.88
1616232083786.806,46.51,25.77,9.23
1616232206646.514,50.93,24.12,8.71
1616232323885.727,37.26,24.46,4.1
1616232452238.882,41.38,23.5,4.95
1616232564037.653,50.83,22.21,8.97
1616232683450.646,38.36,30.76,9.42
1616232804693.288,53.23,16.99,8.83
1616232925374.913,55.09,19.47,8.73
1616233043918.432,38.13,19.02,8.73
1616233164329.514,51.02,17.56,8.15
1616233288276.427,38.3,17.73,6.23
1616233405670.662,42.72,13.29,7.35
1616233524375.193,48.34,19.67,8.47
1616233645749.237,37.18,15.98,7.98
1616233765412.863,36.12,18.11,7.48
1616233886535.107,37.75,17.45,8.74
1616234010295.007,36.82,10.54,6.23
1616234124162.939,34.84,14.18,8.71
1616234244418.735,42.62,17.88,8.55
1616234366623.45,44.76,17.46,7.1
1616234485981.618,40.08,17.24,7.67
1616234609540.702,37.31,15.2,6.94
1616234725022.623,39.04,18.72,8.44
1616234844354.212,40.08,19.56,8.61
1616234964302.107,37.35,19.16,8.31
1616235089339.028,43.52,22.58,7.73
1616235204209.8,34.25,15.24,7.79
1616235329141.016,39.13,16.23,6.29
1616235444439.834,37.32,8.67,8.97
1616235573943.066,43.42,27.31,7.36
1616235688390.735,37.49,20.55,6.41
1616235808271.922,35.03,16.73,5.56
1616235925984.379,31.73,15.97,7.66
1616236046754.475,37.69,13.54,7.8
1616236169617.448,41.91,15.7,8.02
1616236285756.712,33.52,16.95,8.44
1616236404297.236,44.71,16.07,8.87
1616236529425.752,38.01,18.82,5.93
1616236643911.793,35.95,15.16,9.12
1616236764812.391,37.95,18.38,8.97
1616236884356.193,35.16,21.19,6.0
1616237008324.845,33.28,17.11,6.26
1616237124376.437,37.6,14.4,9.02
1616237244309.262,39.21,17.9,8.96
1616237365814.136,36.62,14.19,8.72
1616237484221.597,36.02,20.7,8.7
1616237605437.399,35.36,14.99,9.48
1616237729365.949,33.73,20.15,5.89
1616237842895.414,39.01,14.88,7.83
1616237963659.106,38.12,19.89,8.58
1616238083382.951,47.72,19.2,8.67
1616238203321.5,43.21,16.28,8.79
1616238323577.696,41.03,16.99,8.64
1616238447364.133,48.19,7.56,2.88
1616238576798.673,39.13,16.29,9.27
1616238687253.58,38.08,18.56,5.9
1616238806606.597,37.16,17.08,6.53
